congress,icpsr,state_code,district,state,party,name,dim1,dim2,dim1bootstrappedstandarderror,dim2bootstrappedstandarderror,correlation,loglikelihood,votes,errors,geomeanprobability
10,5726,3,0,MASSACH,1,LLOYD  J.,0.99,-0.197,0.1445,0.1678,0.0569,-4.4422,38,1,0.89
10,4433,1,0,CONNECT,1,HILLHOUSE J,0.824,-0.644,0.1271,0.1453,-0.0132,-9.8052,79,3,0.883
10,3678,1,0,CONNECT,1,GOODRICH C.,0.785,-0.2,0.0877,0.1045,0.346,-11.10335,79,2,0.869
10,7428,3,0,MASSACH,1,PICKERING T,0.643,-0.65,0.1203,0.0651,0.3737,-9.12884,77,2,0.888
10,34,3,0,MASSACH,1,ADAMS  J.Q.,0.621,0.569,0.0921,0.0853,-0.2262,-14.43163,38,9,0.684
10,10043,11,0,DELAWAR,1,WHITE  S.,0.579,0.154,0.0706,0.108,0.2496,-23.42549,77,10,0.738
10,524,11,0,DELAWAR,1,BAYARD J.A.,0.51,-0.318,0.0558,0.1151,0.2575,-7.01717,36,4,0.823
10,7200,4,0,NEW HAM,200,PARKER  N.,0.495,0.869,0.1547,0.1273,-0.1406,-21.26704,56,15,0.684
10,7792,52,0,MARYLAN,200,REED  P.,0.406,-0.124,0.0523,0.1016,0.1566,-22.40577,65,10,0.708
10,3610,4,0,NEW HAM,200,GILMAN  N.,0.354,0.321,0.0454,0.0873,0.3387,-31.32673,80,16,0.676
10,6577,13,0,NEW YOR,200,MITCHILL S.,0.185,0.983,0.0857,0.1419,0.1267,-26.03299,70,17,0.689
10,6408,24,0,OHIO,200,MEIGS  R.J.,0.117,0.734,0.1058,0.1602,0.1939,-7.20254,26,4,0.758
10,956,6,0,VERMONT,200,BRADLEY S.R,0.035,-0.332,0.0757,0.0528,-0.0925,-33.45344,62,18,0.583
10,6076,5,0,RHODE I,200,MATHEWSON E,0.03,0.188,0.0501,0.0942,0.2671,-35.97734,75,23,0.619
10,9366,51,0,KENTUCK,200,THRUSTON B.,-0.047,0.37,0.0481,0.137,-0.0462,-21.87651,72,12,0.738
10,8678,52,0,MARYLAN,200,SMITH  S.,-0.055,0.343,0.0497,0.0844,-0.0985,-18.45571,67,8,0.759
10,3582,40,0,VIRGINI,200,GILES  W.B.,-0.055,0.317,0.0686,0.1013,0.0413,-12.36767,51,7,0.785
10,7525,51,0,KENTUCK,200,POPE  J.,-0.073,0.178,0.0739,0.0895,-0.0925,-34.71931,76,17,0.633
10,3805,14,0,PENNSYL,200,GREGG  A.,-0.111,0.153,0.0648,0.0758,0.0033,-26.1824,81,12,0.724
10,8647,13,0,NEW YOR,200,SMITH  J.,-0.252,-0.054,0.076,0.0813,-0.1342,-29.11564,77,15,0.685
10,9088,48,0,SOUTH C,200,SUMTER  T.,-0.276,-0.888,0.1201,0.0901,0.2212,-25.0873,78,13,0.725
10,4656,5,0,RHODE I,200,HOWLAND  B.,-0.279,-0.233,0.075,0.0919,0.3702,-26.68742,78,12,0.71
10,3342,47,0,NORTH C,200,FRANKLIN J.,-0.331,-0.37,0.0665,0.0559,0.0799,-17.70554,55,7,0.725
10,5890,14,0,PENNSYL,200,MACLAY  S.,-0.342,-0.73,0.1,0.0922,0.0477,-17.29441,41,7,0.656
10,8608,54,0,TENNESS,200,SMITH  D.,-0.354,0.105,0.0818,0.1656,-0.241,-18.45044,76,8,0.784
10,174,54,0,TENNESS,200,ANDERSON J.,-0.361,-0.04,0.0507,0.0501,-0.0017,-38.03569,79,20,0.618
10,3423,48,0,SOUTH C,200,GAILLARD J.,-0.399,-0.425,0.138,0.0845,-0.0427,-24.1303,79,13,0.737
10,6472,44,0,GEORGIA,200,MILLEDGE J.,-0.404,-0.439,0.1055,0.1717,0.2361,-27.94136,82,17,0.711
10,9380,24,0,OHIO,200,TIFFIN  E.,-0.412,0.157,0.1136,0.2559,0.0605,-14.62364,66,8,0.801
10,6625,40,0,VIRGINI,200,MOORE  A.,-0.441,-0.347,0.0753,0.1153,0.1374,-22.03326,60,14,0.693
10,2165,44,0,GEORGIA,200,CRAWFORD W.,-0.462,-0.887,0.1569,0.0852,-0.1861,-23.36505,77,11,0.738
10,1974,12,0,NEW JER,200,CONDIT  J.,-0.551,0.152,0.0582,0.108,-0.1431,-19.5177,83,7,0.79
10,9517,47,0,NORTH C,200,TURNER  J.,-0.571,-0.821,0.1229,0.1175,-0.1491,-22.20163,81,9,0.76
10,7985,6,0,VERMONT,200,ROBINSON J.,-0.581,0.373,0.0614,0.0977,-0.0728,-17.90238,72,10,0.78
10,5303,12,0,NEW JER,200,KITCHELL A.,-0.627,0.136,0.0874,0.1529,0.0353,-15.06077,79,7,0.826
