congress,icpsr,state_code,district,state,party,name,dim1,dim2,dim1bootstrappedstandarderror,dim2bootstrappedstandarderror,correlation,loglikelihood,votes,errors,geomeanprobability
95,3658,61,0,ARIZONA,200,GOLDWATER,0.637,-0.798,0.0505,0.1599,-0.1582,-194.17676,750,92,0.772
95,14105,47,0,NORTH C,200,HELMS,0.594,0.626,0.0438,0.1263,-0.3867,-168.43515,965,74,0.84
95,2267,35,0,NEBRASK,200,CURTIS,0.512,-0.268,0.0462,0.2426,-0.0859,-194.52643,940,79,0.813
95,11048,40,0,VIRGINI,200,SCOTT,0.511,0.86,0.0561,0.2253,-0.2998,-228.13927,834,101,0.761
95,11029,63,0,IDAHO,200,MCCLURE,0.493,-0.202,0.0466,0.1313,-0.068,-211.57303,844,93,0.778
95,14077,65,0,NEVADA,200,LAXALT,0.48,-0.315,0.0431,0.168,-0.2429,-210.92007,907,95,0.793
95,11202,68,0,WYOMING,200,HANSEN,0.472,-0.195,0.0506,0.1434,-0.271,-228.42021,1019,99,0.799
95,14303,67,0,UTAH,200,GARN,0.461,-0.353,0.0492,0.1557,-0.1714,-201.80365,957,81,0.81
95,14100,53,0,OKLAHOM,200,BARTLETT,0.435,-0.164,0.0444,0.1625,-0.2121,-191.95239,854,88,0.799
95,9369,48,0,SOUTH C,200,THURMOND,0.407,0.063,0.0463,0.084,-0.1044,-317.22241,1032,139,0.735
95,10823,49,0,TEXAS,200,TOWER,0.405,-0.361,0.0404,0.151,-0.1964,-204.82732,886,84,0.794
95,14503,67,0,UTAH,200,HATCH,0.401,-0.082,0.0593,0.0486,-0.1532,-191.88345,966,81,0.82
95,14504,71,0,CALIFOR,200,HAYAKAWA,0.397,-0.819,0.0233,0.1109,-0.1108,-358.04382,908,177,0.674
95,14511,68,0,WYOMING,200,WALLOP,0.367,-0.672,0.0215,0.1526,-0.1667,-315.76297,956,139,0.719
95,3824,23,0,MICHIGA,200,GRIFFIN,0.335,-0.689,0.0219,0.1679,-0.2063,-294.02856,745,151,0.674
95,14510,66,0,NEW MEX,200,SCHMITT,0.326,-0.588,0.0191,0.1182,-0.1267,-323.47775,984,148,0.72
95,14506,22,0,INDIANA,200,LUGAR,0.324,-0.597,0.0237,0.0853,0.0121,-345.85483,1027,160,0.714
95,11044,11,0,DELAWAR,200,ROTH,0.29,-0.654,0.012,0.1106,-0.0978,-444.39017,987,204,0.637
95,10513,32,0,KANSAS,200,DOLE,0.274,-0.456,0.0179,0.1074,0.0185,-323.87216,1001,152,0.724
95,11200,54,0,TENNESS,200,BAKER,0.256,-0.579,0.0116,0.0965,-0.0697,-352.91336,920,186,0.681
95,12101,53,0,OKLAHOM,200,BELLMON,0.254,-0.754,0.022,0.1105,-0.1947,-432.9458,939,231,0.631
95,14103,66,0,NEW MEX,200,DOMENICI,0.212,-0.361,0.0214,0.0968,-0.1301,-278.23734,879,125,0.729
95,12109,81,0,ALASKA,200,STEVENS,0.162,-0.672,0.0243,0.0844,-0.0853,-402.56332,990,198,0.666
95,10802,40,0,VIRGINI,328,BYRD  H,0.159,1.032,0.1493,0.2301,-0.2483,-336.59705,1031,162,0.721
95,10450,36,0,NORTH D,200,YOUNG,0.139,0.019,0.0735,0.054,-0.1784,-276.53552,835,114,0.718
95,14501,34,0,MISSOUR,200,DANFORTH,0.135,-0.633,0.0234,0.0956,-0.1858,-407.16373,1008,210,0.668
95,12100,41,0,ALABAMA,100,ALLEN  J.,0.127,1.003,0.1528,0.2712,-0.1788,-210.41068,709,91,0.743
95,14517,41,0,ALABAMA,100,ALLEN  M.,0.119,0.427,0.11,0.1511,-0.3338,-68.30148,178,36,0.681
95,12107,72,0,OREGON,200,PACKWOOD,0.117,-0.801,0.058,0.0785,-0.1166,-350.27567,943,187,0.69
95,10557,14,0,PENNSYL,200,SCHWEIKER,0.101,-0.519,0.017,0.0687,-0.1141,-460.77176,1011,264,0.634
95,11205,21,0,ILLINOI,200,PERCY,0.073,-0.868,0.0577,0.0837,-0.1378,-339.55496,893,154,0.684
95,12032,1,0,CONNECT,200,WEICKER,0.055,-0.953,0.0684,0.1185,-0.0501,-398.34256,883,190,0.637
95,11203,72,0,OREGON,200,HATFIELD  M,0.051,-0.99,0.0764,0.1184,-0.1381,-499.06897,995,249,0.606
95,2822,46,0,MISSISS,100,EASTLAND,0.048,0.918,0.1783,0.164,0.0819,-233.99371,773,106,0.739
95,13050,14,0,PENNSYL,200,HEINZ,0.025,-0.876,0.0603,0.109,-0.1643,-342.24182,964,172,0.701
95,10562,6,0,VERMONT,200,STAFFORD,0.023,-0.712,0.0478,0.0695,-0.0838,-295.69452,855,135,0.708
95,14500,5,0,RHODE I,200,CHAFEE,0.021,-1.002,0.0758,0.1397,-0.1171,-330.77173,949,155,0.706
95,10817,32,0,KANSAS,200,PEARSON,0.005,-0.555,0.037,0.0605,-0.103,-294.4574,836,137,0.703
