congress,icpsr,state_code,district,state,party,name,dim1,dim2,dim1bootstrappedstandarderror,dim2bootstrappedstandarderror,correlation,loglikelihood,votes,errors,geomeanprobability
49,10131,71,0,CALIFOR,200,WILLIAMS,0.358,0.343,0.1598,0.2007,0.1592,-31.17901,130,13,0.787
49,7482,1,0,CONNECT,200,PLATT  O.H.,0.309,-0.99,0.0585,0.1292,-0.5135,-103.2028,341,60,0.739
49,5926,40,0,VIRGINI,200,MAHONE  W.,0.284,0.3,0.0964,0.0849,0.4321,-63.58821,254,24,0.779
49,6355,33,0,MINNESO,200,MCMILLAN,0.283,-0.186,0.1125,0.085,0.0977,-100.74006,383,44,0.769
49,1981,23,0,MICHIGA,200,CONGER  O.,0.246,0.014,0.065,0.0638,0.3172,-131.29474,390,62,0.714
49,8239,25,0,WISCONS,200,SAWYER  P.,0.237,-0.1,0.07,0.0469,0.2116,-102.68058,376,48,0.761
49,3385,2,0,MAINE,200,FRYE  W.P.,0.231,-0.423,0.0571,0.0456,-0.0187,-105.26096,376,47,0.756
49,7181,23,0,MICHIGA,200,PALMER  T.,0.22,0.034,0.0644,0.0655,0.2855,-87.90589,326,36,0.764
49,765,4,0,NEW HAM,200,BLAIR  H.W.,0.217,-0.297,0.0616,0.0533,-0.0068,-103.07188,384,43,0.765
49,10234,31,0,IOWA,200,WILSON  J.,0.212,0.119,0.0524,0.051,0.2522,-150.63414,424,77,0.701
49,6566,14,0,PENNSYL,200,MITCHELL,0.211,-0.415,0.083,0.073,-0.0293,-24.74874,89,12,0.757
49,2855,6,0,VERMONT,200,EDMUNDS  G.,0.206,-0.983,0.0638,0.1204,-0.2545,-130.071,353,62,0.692
49,900,62,0,COLORAD,200,BOWEN  T.M.,0.204,0.331,0.0534,0.0769,0.2592,-58.47055,196,29,0.742
49,1613,5,0,RHODE I,200,CHACE  J.,0.198,-0.359,0.0626,0.0787,0.0744,-92.88162,231,51,0.669
49,71,5,0,RHODE I,200,ALDRICH  N.,0.197,-0.718,0.0524,0.0564,-0.1779,-71.02948,218,37,0.722
49,2423,3,0,MASSACH,200,DAWES  H.L.,0.182,-0.483,0.0571,0.0416,-0.0953,-87.48067,332,38,0.768
49,7489,32,0,KANSAS,200,PLUMB  P.B.,0.181,0.971,0.0639,0.0475,0.1936,-111.88918,295,53,0.684
49,6696,6,0,VERMONT,200,MORRILL  J.,0.179,-0.947,0.0572,0.061,-0.2606,-78.77927,292,43,0.764
49,2649,72,0,OREGON,200,DOLPH  J.N.,0.173,-0.12,0.0467,0.0553,0.1274,-126.61907,352,58,0.698
49,6514,13,0,NEW YOR,200,MILLER  W.,0.173,-0.275,0.0484,0.0579,0.0544,-81.38818,324,35,0.778
49,6565,72,0,OREGON,200,MITCHELL,0.171,0.34,0.0315,0.0587,0.2304,-167.69707,393,86,0.653
49,4124,22,0,INDIANA,200,HARRISON,0.169,-0.215,0.0492,0.0593,0.1615,-66.33669,285,29,0.792
49,141,31,0,IOWA,200,ALLISON  W.,0.164,-0.001,0.0361,0.0391,-0.0458,-107.33201,352,56,0.737
49,3917,2,0,MAINE,200,HALE  E.,0.161,-0.302,0.0542,0.0419,0.0958,-88.7578,262,46,0.713
49,5746,21,0,ILLINOI,200,LOGAN  J.A.,0.158,0.103,0.0778,0.0967,0.2907,-52.04376,187,23,0.757
49,9246,62,0,COLORAD,200,TELLER  H.,0.154,0.188,0.0708,0.0693,0.29,-154.83572,403,68,0.681
49,3024,13,0,NEW YOR,200,EVARTS  W.,0.149,-0.456,0.0448,0.0603,-0.0703,-98.86237,354,49,0.756
49,4220,1,0,CONNECT,200,HAWLEY  J.,0.139,-0.736,0.0424,0.0618,-0.0259,-134.90244,378,71,0.7
49,3075,21,0,ILLINOI,200,FARWELL  C.,0.138,-0.278,0.0483,0.0751,0.0886,-20.1127,98,7,0.814
49,2239,21,0,ILLINOI,200,CULLOM  S.,0.135,-0.154,0.0432,0.0589,-0.0071,-125.20529,392,59,0.727
49,5951,35,0,NEBRASK,200,MANDERSON,0.134,0.012,0.0305,0.0503,0.2083,-95.74754,330,43,0.748
49,4462,3,0,MASSACH,200,HOAR  G.F.,0.123,-0.589,0.0426,0.0432,-0.082,-101.82172,371,42,0.76
49,1683,4,0,NEW HAM,200,CHENEY  P.,0.123,-0.49,0.1071,0.1788,0.042,-30.46145,117,15,0.771
49,8800,25,0,WISCONS,200,SPOONER  J.,0.108,-0.189,0.0384,0.0644,-0.0229,-95.79482,385,38,0.78
