congress,icpsr,state_code,district,state,party,name,dim1,dim2,dim1bootstrappedstandarderror,dim2bootstrappedstandarderror,correlation,loglikelihood,votes,errors,geomeanprobability
43,1642,23,0,MICHIGA,200,CHANDLER Z.,0.324,-0.138,0.1907,0.0772,0.1572,-87.96815,321,38,0.76
43,8783,41,0,ALABAMA,200,SPENCER G.E,0.277,0.961,0.0504,0.0856,0.3445,-76.18671,281,39,0.763
43,1824,42,0,ARKANSA,200,CLAYTON P.,0.259,0.959,0.0432,0.1263,0.0403,-95.49408,304,45,0.73
43,7703,33,0,MINNESO,200,RAMSEY A.,0.245,0.382,0.0757,0.0646,0.2918,-106.47742,334,49,0.727
43,2678,42,0,ARKANSA,200,DORSEY S.W.,0.233,0.677,0.0485,0.0952,0.2713,-44.93365,174,15,0.772
43,7290,46,0,MISSISS,200,PEASE H.R.,0.222,0.975,0.1271,0.1496,-0.0658,-59.5211,269,26,0.802
43,889,3,0,MASSACH,200,BOUTWELL G.,0.22,-0.428,0.1066,0.1307,-0.2073,-88.92477,313,42,0.753
43,1151,54,0,TENNESS,200,BROWNLOW W.,0.216,0.325,0.0707,0.0628,0.2731,-23.28743,47,10,0.609
43,6744,22,0,INDIANA,200,MORTON O.H.,0.212,0.383,0.0542,0.0637,0.2106,-66.45398,263,24,0.777
43,3362,12,0,NEW JER,200,FRELINGHUYS,0.191,-0.513,0.0994,0.0679,-0.1369,-88.37878,345,39,0.774
43,4001,2,0,MAINE,200,HAMLIN H.,0.19,-0.554,0.0864,0.0546,-0.3588,-82.86274,280,43,0.744
43,3123,23,0,MICHIGA,200,FERRY T.W.,0.185,0.21,0.0499,0.0394,0.283,-109.40936,342,36,0.726
43,6565,72,0,OREGON,200,MITCHELL J.,0.183,0.339,0.0313,0.0495,0.1041,-115.61416,376,48,0.735
43,1984,13,0,NEW YOR,200,CONKLING R.,0.173,-0.555,0.0868,0.0616,-0.1553,-87.06135,286,43,0.738
43,3203,49,0,TEXAS,200,FLANAGAN J.,0.173,0.281,0.0372,0.0481,0.2276,-196.65247,336,100,0.557
43,3571,43,0,FLORIDA,200,GILBERT A.,0.171,0.03,0.0428,0.0508,0.1787,-137.39343,201,69,0.505
43,4162,32,0,KANSAS,200,HARVEY J.M.,0.17,0.985,0.0722,0.1236,0.1009,-48.66385,237,19,0.814
43,4642,25,0,WISCONS,200,HOWE T.O.,0.169,-0.099,0.0575,0.0491,0.2265,-113.18945,304,61,0.689
43,2129,4,0,NEW HAM,200,CRAGIN A.H.,0.165,-0.216,0.0735,0.0714,-0.2111,-91.6349,249,37,0.692
43,7036,21,0,ILLINOI,200,OGLESBY R.J,0.164,0.224,0.0391,0.0497,0.3325,-144.96054,342,78,0.655
43,1437,14,0,PENNSYL,200,CAMERON S.,0.164,0.012,0.0214,0.0539,0.0559,-97.26226,184,56,0.589
43,4801,32,0,KANSAS,200,INGALLS J.J,0.15,0.421,0.0319,0.062,0.1552,-135.08179,345,72,0.676
43,2219,32,0,KANSAS,200,CROZIER R.,0.148,-0.192,0.1692,0.307,0.1747,-14.26299,43,8,0.718
43,2003,43,0,FLORIDA,200,CONOVER S.B,0.137,0.99,0.1253,0.1011,0.0124,-80.37225,231,37,0.706
43,1524,25,0,WISCONS,200,CARPENTER M,0.135,0.156,0.0204,0.0383,0.0314,-116.16761,247,50,0.625
43,10268,33,0,MINNESO,200,WINDOM W.,0.131,0.148,0.0244,0.0355,0.0806,-113.45568,315,49,0.698
43,6696,6,0,VERMONT,200,MORRILL J.S,0.131,-0.952,0.0648,0.0569,-0.2767,-90.94559,351,42,0.772
43,141,31,0,IOWA,200,ALLISON W.B,0.124,0.114,0.0332,0.0385,0.0527,-124.16164,301,57,0.662
43,8948,65,0,NEVADA,200,STEWART W.M,0.121,0.065,0.0265,0.0342,0.0863,-170.70863,251,110,0.507
43,6697,2,0,MAINE,200,MORRILL L.M,0.119,-0.512,0.0498,0.0622,-0.0136,-81.14648,300,31,0.763
43,10387,31,0,IOWA,200,WRIGHT G.G.,0.117,-0.062,0.0357,0.0544,0.0353,-148.15895,347,79,0.652
43,2855,6,0,VERMONT,200,EDMUNDS G.F,0.117,-0.992,0.0471,0.0896,-0.4548,-88.80056,267,37,0.717
43,9961,45,0,LOUISIA,200,WEST J.R.,0.116,0.512,0.0542,0.0657,0.1245,-109.56653,317,49,0.708
43,4457,35,0,NEBRASK,200,HITCHCOCK P,0.112,0.667,0.0583,0.0715,0.1118,-113.6969,290,58,0.676
43,862,56,0,WEST VI,200,BOREMAN A.I,0.111,0.166,0.0205,0.0367,0.1823,-131.54698,329,62,0.67
43,7248,48,0,SOUTH C,200,PATTERSON J,0.107,0.994,0.1188,0.1005,-0.0478,-63.71008,256,24,0.78
43,9852,3,0,MASSACH,200,WASHBURN W.,0.106,-0.63,0.0796,0.1234,-0.1503,-80.54635,233,38,0.708
43,8304,14,0,PENNSYL,200,SCOTT J.,0.105,-0.18,0.0229,0.049,0.051,-138.74518,361,58,0.681
43,7587,22,0,INDIANA,200,PRATT D.D.,0.101,0.097,0.0181,0.0367,0.1143,-168.84816,360,78,0.626
43,212,5,0,RHODE I,200,ANTHONY H.B,0.101,-0.724,0.0607,0.0414,-0.1648,-80.12424,277,39,0.749
43,1202,1,0,CONNECT,200,BUCKINGHAM,0.1,-0.612,0.0557,0.0872,-0.0553,-64.65531,213,29,0.738
43,5642,40,0,VIRGINI,200,LEWIS J.F.,0.094,0.872,0.104,0.0897,-0.0147,-56.13053,153,26,0.693
43,8218,71,0,CALIFOR,200,SARGENT A.A,0.093,-0.351,0.0441,0.087,0.1723,-183.18137,364,87,0.605
43,5746,21,0,ILLINOI,200,LOGAN J.A.,0.092,0.287,0.0358,0.0507,0.137,-81.63907,278,31,0.746
43,9083,3,0,MASSACH,208,SUMNER C.,0.089,0.119,0.0276,0.0441,0.09,-36.42603,48,22,0.468
43,5046,65,0,NEVADA,200,JONES J.P.,0.072,-0.129,0.0282,0.0782,0.0173,-89.34254,166,53,0.584
43,9702,4,0,NEW HAM,200,WADLEIGH B.,0.062,-0.511,0.0419,0.1004,0.0535,-146.89587,277,71,0.588
43,8454,24,0,OHIO,200,SHERMAN J.,0.041,-0.134,0.0193,0.0293,0.0845,-148.84561,317,73,0.625
43,7967,48,0,SOUTH C,200,ROBERTSON T,-0.004,0.438,0.076,0.0604,-0.1447,-127.17587,252,63,0.604
43,3122,1,0,CONNECT,208,FERRY O.S.,-0.009,-0.489,0.0312,0.0584,0.1789,-47.97572,104,19,0.63
43,67,46,0,MISSISS,200,ALCORN J.L.,-0.029,0.539,0.1115,0.0821,-0.1098,-113.66525,239,54,0.622
43,3107,13,0,NEW YOR,208,FENTON R.,-0.035,-0.296,0.0556,0.0781,0.3181,-101.92174,208,55,0.613
43,9398,35,0,NEBRASK,208,TIPTON T.W.,-0.039,0.463,0.1029,0.0706,-0.2505,-128.38853,287,59,0.639
43,3995,49,0,TEXAS,208,HAMILTON M.,-0.063,-0.329,0.0529,0.055,0.1221,-152.48061,286,79,0.587
43,8806,5,0,RHODE I,208,SPRAGUE W.,-0.113,0.032,0.1134,0.0518,-0.0409,-129.91521,243,68,0.586
43,8279,34,0,MISSOUR,208,SCHURZ C.,-0.134,-0.244,0.0866,0.0661,0.0875,-98.04791,247,42,0.672
43,3904,71,0,CALIFOR,100,HAGER J.S.,-0.307,-0.559,0.0991,0.1287,0.243,-91.36468,284,51,0.725
43,5152,72,0,OREGON,100,KELLY J.K.,-0.437,-0.102,0.0376,0.0542,0.0004,-116.26532,327,52,0.701
43,2832,1,0,CONNECT,100,EATON W.W.,-0.456,-0.89,0.0814,0.1004,0.1706,-11.19945,81,5,0.871
43,8962,12,0,NEW JER,100,STOCKTON J.,-0.469,-0.221,0.0725,0.0695,0.172,-50.15113,259,22,0.824
43,2500,52,0,MARYLAN,100,DENNIS G.R.,-0.48,0.235,0.0332,0.0829,-0.1649,-49.79578,250,24,0.819
43,5005,40,0,VIRGINI,100,JOHNSTON J.,-0.511,0.182,0.0275,0.0559,-0.1566,-53.08614,289,21,0.832
43,7737,47,0,NORTH C,100,RANSOM M.W.,-0.514,0.213,0.0388,0.0673,-0.1195,-43.10438,292,20,0.863
43,2384,56,0,WEST VI,100,DAVIS H.G.,-0.517,-0.205,0.0293,0.0466,-0.0365,-93.55334,351,44,0.766
43,528,11,0,DELAWAR,100,BAYARD T.F.,-0.522,-0.512,0.0219,0.0424,0.073,-57.46266,328,23,0.839
43,2046,54,0,TENNESS,100,COOPER H.,-0.561,-0.223,0.0325,0.0582,-0.1273,-80.30667,360,39,0.8
43,825,34,0,MISSOUR,100,BOGY L.V.,-0.582,0.472,0.0465,0.0819,-0.1534,-88.45866,370,42,0.787
43,3697,44,0,GEORGIA,100,GORDON J.B.,-0.584,0.544,0.0586,0.0721,-0.1228,-47.5063,290,12,0.849
43,3657,41,0,ALABAMA,100,GOLDTHWAITE,-0.606,0.226,0.0486,0.0919,-0.2596,-58.51714,319,26,0.832
43,8922,51,0,KENTUCK,100,STEVENSON J,-0.616,-0.254,0.0385,0.0722,0.0585,-55.28165,261,26,0.809
43,6978,44,0,GEORGIA,100,NORWOOD T.M,-0.633,0.334,0.0451,0.0764,-0.0867,-35.35654,295,12,0.887
43,6432,47,0,NORTH C,100,MERRIMON A.,-0.634,0.064,0.0623,0.0922,-0.0321,-141.85457,393,45,0.697
43,9367,24,0,OHIO,100,THURMAN A.G,-0.654,-0.226,0.0287,0.0551,0.0619,-78.62404,265,37,0.743
43,3998,52,0,MARYLAN,100,HAMILTON W.,-0.676,-0.729,0.1123,0.1651,0.0584,-58.89581,297,31,0.82
43,8222,11,0,DELAWAR,100,SAULSBURY E,-0.698,-0.56,0.0873,0.0891,0.3158,-38.91607,321,13,0.886
43,6197,51,0,KENTUCK,100,MCCREERY T,-0.99,0.047,0.2989,0.0586,0.2149,-92.44561,375,42,0.782
