congress,icpsr,state_code,district,state,party,name,dim1,dim2,dim1bootstrappedstandarderror,dim2bootstrappedstandarderror,correlation,loglikelihood,votes,errors,geomeanprobability
108,15424,53,0,OKLAHOM,200,INHOFE,0.732,0.153,0.0581,0.0965,-0.0628,-53.87546,504,27,0.899
108,15406,51,0,KENTUCK,200,BUNNING,0.678,0.133,0.0653,0.1208,0.1301,-41.27084,504,15,0.921
108,14908,53,0,OKLAHOM,200,NICKLES  DO,0.664,-0.654,0.0447,0.0547,0.1758,-39.04444,516,12,0.927
108,29108,62,0,COLORAD,200,ALLARD,0.639,-0.167,0.0442,0.0544,0.2678,-52.03644,517,23,0.904
108,49706,68,0,WYOMING,200,ENZI,0.637,0.054,0.0521,0.0717,0.1013,-53.17523,516,23,0.902
108,49700,41,0,ALABAMA,200,SESSIONS,0.636,0.057,0.0645,0.0881,0.2092,-58.97819,512,30,0.891
108,40305,49,0,TEXAS,200,CORNYN,0.585,0.054,0.0481,0.0846,0.2591,-47.82454,512,20,0.911
108,29345,63,0,IDAHO,200,CRAPO,0.576,0.205,0.062,0.1036,-0.0472,-46.12957,511,20,0.914
108,29512,44,0,GEORGIA,200,CHAMBLISS,0.576,0.042,0.0627,0.0785,0.2505,-47.66722,501,22,0.909
108,15429,61,0,ARIZONA,200,KYL,0.573,-0.652,0.0232,0.033,0.3026,-61.67926,514,24,0.887
108,15633,68,0,WYOMING,200,THOMAS,0.573,-0.24,0.0573,0.0474,0.2473,-40.86801,513,21,0.923
108,94659,41,0,ALABAMA,200,SHELBY,0.557,0.461,0.0667,0.1771,-0.1502,-68.31643,511,35,0.875
108,14809,63,0,IDAHO,200,CRAIG,0.514,-0.119,0.0505,0.0389,0.2753,-48.4492,513,18,0.91
108,14031,46,0,MISSISS,200,LOTT,0.513,-0.056,0.0499,0.0517,0.1557,-79.26898,504,27,0.854
108,14852,32,0,KANSAS,200,ROBERTS,0.482,0.185,0.056,0.0898,0.0097,-56.01419,518,20,0.898
108,14921,51,0,KENTUCK,200,MCCONNELL,0.472,-0.175,0.0434,0.0269,0.1193,-34.19988,509,13,0.935
108,40303,47,0,NORTH C,200,DOLE,0.452,0.142,0.0586,0.0845,0.177,-60.53456,514,24,0.889
108,29523,32,0,KANSAS,200,BROWNBACK,0.449,-0.414,0.0266,0.0428,0.2282,-65.62164,505,27,0.878
108,29566,48,0,SOUTH C,200,GRAHAM,0.446,-0.589,0.03,0.1047,0.1832,-93.39343,510,34,0.833
108,15701,64,0,MONTANA,200,BURNS,0.427,0.165,0.0383,0.1154,0.1538,-47.15299,512,21,0.912
108,14226,31,0,IOWA,200,GRASSLEY,0.421,-0.241,0.0366,0.0319,0.2272,-50.86775,519,22,0.907
108,29148,40,0,VIRGINI,200,ALLEN,0.421,-0.049,0.03,0.046,0.3144,-63.43327,518,26,0.885
108,29537,65,0,NEVADA,200,ENSIGN,0.416,-0.762,0.0328,0.0539,0.128,-108.99685,508,45,0.807
108,49502,54,0,TENNESS,200,FRIST,0.398,-0.359,0.0277,0.0522,0.1469,-63.3774,519,18,0.885
108,49306,49,0,TEXAS,200,HUTCHISON,0.398,-0.042,0.0323,0.0321,0.0395,-120.23342,512,51,0.791
108,14503,67,0,UTAH,200,HATCH,0.393,-0.194,0.0306,0.0387,0.1444,-45.68242,519,19,0.916
108,29141,14,0,PENNSYL,200,SANTORUM,0.385,-0.36,0.0203,0.0586,0.1588,-75.87086,512,40,0.862
108,14826,4,0,NEW HAM,200,GREGG,0.384,-0.89,0.0311,0.0594,0.038,-101.51202,510,54,0.82
108,15039,61,0,ARIZONA,200,MCCAIN,0.372,-0.979,0.0399,0.0607,-0.1878,-171.89124,509,81,0.713
108,29740,4,0,NEW HAM,200,SUNUNU,0.37,-0.886,0.03,0.0718,-0.0427,-80.96181,499,39,0.85
108,49307,67,0,UTAH,200,BENNETT,0.343,-0.292,0.0141,0.0456,0.224,-48.86262,507,20,0.908
108,40304,54,0,TENNESS,200,ALEXANDER,0.337,-0.46,0.0213,0.0677,0.0751,-55.71291,511,22,0.897
108,14009,46,0,MISSISS,200,COCHRAN,0.328,-0.137,0.0191,0.0265,-0.0113,-45.4263,519,17,0.916
108,29369,34,0,MISSOUR,200,TALENT,0.318,0.285,0.0257,0.1364,0.3843,-70.39941,517,25,0.873
108,49704,35,0,NEBRASK,200,HAGEL,0.317,-0.689,0.0213,0.075,0.0751,-85.21168,504,34,0.844
108,15501,34,0,MISSOUR,200,BOND,0.311,-0.277,0.0173,0.0451,0.0994,-67.58797,515,25,0.877
108,95407,62,0,COLORAD,200,CAMPBELL,0.281,0.249,0.0363,0.1119,0.4578,-86.66002,470,41,0.832
108,49900,21,0,ILLINOI,200,FITZGERALD,0.254,-0.873,0.0348,0.0763,-0.1507,-102.78134,511,47,0.818
108,40300,81,0,ALASKA,200,MURKOWSKI,0.253,-0.362,0.0257,0.0973,0.1825,-80.90254,499,33,0.85
108,14506,22,0,INDIANA,200,LUGAR,0.251,-0.582,0.0124,0.0869,0.0983,-74.66265,511,25,0.864
108,14103,66,0,NEW MEX,200,DOMENICI,0.242,-0.357,0.0117,0.0693,0.0514,-55.05019,472,20,0.89
108,14712,40,0,VIRGINI,200,WARNER,0.237,-0.365,0.0107,0.0641,0.1632,-87.18839,516,33,0.845
108,12109,81,0,ALASKA,200,STEVENS,0.226,-0.475,0.0117,0.0589,0.1077,-73.49426,518,27,0.868
108,49903,24,0,OHIO,200,VOINOVICH,0.202,-0.925,0.0216,0.0878,-0.0374,-118.28506,508,53,0.792
108,40302,33,0,MINNESO,200,COLEMAN,0.166,-0.13,0.023,0.0474,0.2753,-81.62196,516,32,0.854
108,49705,72,0,OREGON,200,SMITH  GORD,0.159,-0.237,0.0199,0.0542,0.2263,-73.6133,497,29,0.862
108,15020,24,0,OHIO,200,DEWINE,0.134,-0.472,0.0146,0.0702,0.0746,-113.17972,519,43,0.804
108,49904,44,0,GEORGIA,100,MILLER,0.126,0.113,0.0587,0.0651,0.6027,-111.28925,439,43,0.776
108,49703,2,0,MAINE,200,COLLINS,0.069,-0.605,0.0199,0.0807,0.0577,-141.93526,519,63,0.761
108,14910,14,0,PENNSYL,200,SPECTER,0.057,-0.612,0.0122,0.0976,-0.0039,-155.071,501,83,0.734
108,14661,2,0,MAINE,200,SNOWE,0.037,-0.637,0.0132,0.0837,0.1297,-152.72388,519,74,0.745
108,49905,5,0,RHODE I,200,CHAFEE,-0.046,-0.919,0.0326,0.112,-0.0819,-166.9247,516,78,0.724
108,40103,35,0,NEBRASK,100,NELSON  BEN,-0.069,0.621,0.1238,0.1072,0.1915,-127.47861,504,49,0.777
108,13056,45,0,LOUISIA,100,BREAUX,-0.126,0.835,0.1391,0.1844,0.1208,-146.57031,508,75,0.749
108,29305,42,0,ARKANSA,100,LINCOLN,-0.212,0.414,0.0717,0.0382,0.0968,-111.31658,516,38,0.806
108,14203,64,0,MONTANA,100,BAUCUS,-0.213,0.312,0.0548,0.0286,0.0848,-176.59288,509,83,0.707
108,15015,11,0,DELAWAR,100,CARPER,-0.214,-0.06,0.0294,0.0732,0.2353,-161.91562,512,74,0.729
108,49901,22,0,INDIANA,100,BAYH,-0.225,0.256,0.0686,0.0441,0.2246,-153.68956,513,72,0.741
108,49702,45,0,LOUISIA,100,LANDRIEU,-0.238,0.533,0.0924,0.0485,0.1196,-116.15612,514,52,0.798
108,15704,1,0,CONNECT,100,LIEBERMAN,-0.251,-0.284,0.0114,0.0949,0.0266,-63.23953,331,28,0.826
108,40301,42,0,ARKANSA,100,PRYOR,-0.259,0.543,0.0926,0.0546,0.0269,-106.42586,517,45,0.814
108,14651,43,0,FLORIDA,100,NELSON  CLA,-0.272,0.128,0.0231,0.0537,0.051,-127.46188,511,44,0.779
108,14101,11,0,DELAWAR,100,BIDEN,-0.276,0.003,0.014,0.0782,-0.0071,-102.31528,491,41,0.812
108,15703,25,0,WISCONS,100,KOHL,-0.301,-0.166,0.0118,0.1041,-0.1017,-91.20023,512,42,0.837
108,49300,71,0,CALIFOR,100,FEINSTEIN,-0.301,-0.034,0.0158,0.0786,-0.0885,-105.52585,511,47,0.813
108,94240,6,0,VERMONT,328,JEFFORDS,-0.318,-0.5,0.045,0.188,-0.0099,-155.03792,510,72,0.738
108,14912,66,0,NEW MEX,100,BINGAMAN,-0.32,0.239,0.0397,0.0529,0.0112,-130.51239,514,48,0.776
108,15425,37,0,SOUTH D,100,JOHNSON,-0.32,0.487,0.0644,0.0355,0.0467,-71.13654,484,26,0.863
108,39310,73,0,WASHING,100,CANTWELL,-0.325,-0.231,0.0246,0.146,0.133,-84.07447,517,33,0.85
108,15502,36,0,NORTH D,100,CONRAD,-0.327,0.81,0.0802,0.0393,-0.3081,-150.13004,517,66,0.748
108,49902,47,0,NORTH C,100,EDWARDS,-0.327,0.279,0.0372,0.0801,0.138,-37.56329,294,15,0.88
108,11204,48,0,SOUTH C,100,HOLLINGS,-0.328,1.008,0.127,0.1391,-0.14,-149.93758,484,61,0.734
108,15054,65,0,NEVADA,100,REID,-0.338,0.565,0.0648,0.0322,-0.2428,-86.71049,499,37,0.84
108,4812,82,0,HAWAII,100,INOUYE,-0.346,0.204,0.0164,0.0847,-0.086,-106.28922,473,39,0.799
108,14871,72,0,OREGON,100,WYDEN,-0.347,-0.229,0.0197,0.1279,-0.0774,-88.22177,519,43,0.844
108,14812,36,0,NORTH D,100,DORGAN,-0.347,0.804,0.0775,0.0421,-0.2353,-82.13183,515,35,0.853
108,15503,43,0,FLORIDA,100,GRAHAM  BOB,-0.35,0.159,0.0269,0.0659,0.0528,-81.98555,410,35,0.819
108,14858,13,0,NEW YOR,100,SCHUMER,-0.357,-0.127,0.0297,0.1259,0.007,-73.42387,519,32,0.868
108,14617,37,0,SOUTH D,100,DASCHLE,-0.357,0.469,0.0423,0.075,-0.1809,-69.85008,517,28,0.874
