congress,icpsr,state_code,district,state,party,name,dim1,dim2,dim1bootstrappedstandarderror,dim2bootstrappedstandarderror,correlation,loglikelihood,votes,errors,geomeanprobability
74,4177,11,0,DELAWAR,200,HASTINGS,0.486,-0.373,0.144,0.3052,0.0755,-10.72672,150,5,0.931
74,8254,33,0,MINNESO,200,SCHALL,0.378,0.647,0.1144,0.09,0.3304,-56.27676,117,37,0.618
74,3347,36,0,NORTH D,200,FRAZIER,0.37,1.012,0.0397,0.0975,0.1098,-51.64748,186,18,0.758
74,2575,31,0,IOWA,200,DICKINSON,0.368,0.137,0.1625,0.1911,0.1423,-18.4252,125,5,0.863
74,1503,68,0,WYOMING,200,CAREY,0.353,0.054,0.1502,0.1962,0.3239,-26.70391,150,11,0.837
74,4545,56,0,WEST VI,100,HOLT,0.34,0.677,0.0899,0.1194,0.181,-53.52591,76,28,0.494
74,9439,11,0,DELAWAR,200,TOWNSEND,0.337,-0.224,0.1966,0.23,0.0714,-22.48167,155,8,0.865
74,4962,71,0,CALIFOR,200,JOHNSON,0.328,0.617,0.054,0.0718,0.1317,-97.19898,155,50,0.534
74,6991,36,0,NORTH D,200,NYE,0.321,0.935,0.0424,0.0827,0.2693,-46.81617,169,16,0.758
74,8880,72,0,OREGON,200,STEIWER,0.312,0.163,0.1947,0.2001,0.2153,-44.85386,184,19,0.784
74,8476,33,0,MINNESO,537,SHIPSTEAD,0.305,0.926,0.0577,0.0606,0.2359,-48.01588,157,21,0.737
74,6367,72,0,OREGON,200,MCNARY,0.279,0.227,0.1059,0.1184,0.2226,-55.31678,171,31,0.724
74,1494,32,0,KANSAS,200,CAPPER,0.262,0.409,0.0323,0.054,0.1382,-73.97701,183,39,0.667
74,6954,37,0,SOUTH D,200,NORBECK,0.261,0.916,0.0881,0.125,0.2628,-58.88147,115,28,0.599
74,5758,45,0,LOUISIA,100,LONG  H.,0.26,0.706,0.0498,0.0795,0.3533,-32.10395,79,14,0.666
74,2391,14,0,PENNSYL,200,DAVIS,0.25,0.13,0.1011,0.1105,0.3609,-56.26757,136,28,0.661
74,10047,2,0,MAINE,200,WHITE,0.24,-0.191,0.1722,0.1588,0.2661,-29.92364,163,12,0.832
74,9604,23,0,MICHIGA,200,VANDENBERG,0.224,-0.053,0.0734,0.0951,0.4899,-49.15656,171,22,0.75
74,5227,4,0,NEW HAM,200,KEYES,0.221,-0.353,0.2026,0.186,0.1013,-29.86353,151,15,0.821
74,2289,66,0,NEW MEX,200,CUTTING,0.219,0.845,0.1059,0.1554,0.1283,-19.66958,47,11,0.658
74,858,63,0,IDAHO,200,BORAH,0.21,0.47,0.0586,0.036,0.221,-61.90646,153,28,0.667
74,6132,65,0,NEVADA,100,MCCARRAN,0.209,0.492,0.0297,0.0508,0.3049,-51.67944,118,23,0.645
74,3919,2,0,MAINE,200,HALE,0.203,-0.394,0.1762,0.1841,0.0276,-30.37227,185,12,0.849
74,6441,5,0,RHODE I,200,METCALF,0.196,-1.013,0.2588,0.0857,0.0223,-16.93724,166,9,0.903
74,2652,24,0,OHIO,100,DONAHEY,0.196,0.47,0.031,0.0707,0.3395,-81.744,143,44,0.565
74,425,12,0,NEW JER,200,BARBOUR,0.192,-0.334,0.1496,0.1592,0.1342,-32.01126,169,9,0.827
74,3558,6,0,VERMONT,200,GIBSON,0.186,-0.047,0.1272,0.1574,0.2034,-57.46032,171,25,0.715
