congress,icpsr,state_code,district,state,party,name,dim1,dim2,dim1bootstrappedstandarderror,dim2bootstrappedstandarderror,correlation,loglikelihood,votes,errors,geomeanprobability
83,3658,61,0,ARIZONA,200,GOLDWATER,0.675,-0.121,0.0677,0.1331,-0.1024,-48.18351,227,25,0.809
83,7837,35,0,NEBRASK,200,REYNOLDS,0.598,-0.474,0.0782,0.1235,0.6605,-2.73608,63,0,0.957
83,4922,22,0,INDIANA,200,JENNER,0.49,-0.005,0.1395,0.1038,-0.2656,-37.60118,215,19,0.84
83,9930,63,0,IDAHO,200,WELKER,0.477,0.184,0.1431,0.1344,-0.2048,-45.04063,218,22,0.813
83,1024,24,0,OHIO,200,BRICKER,0.447,-0.246,0.1314,0.1268,-0.3871,-27.62925,209,7,0.876
83,1338,35,0,NEBRASK,200,BUTLER  H.,0.416,0.005,0.1497,0.175,-0.1445,-27.87521,118,15,0.79
83,10163,11,0,DELAWAR,200,WILLIAMS,0.413,-0.272,0.1205,0.1051,-0.0911,-101.58128,238,46,0.653
83,2609,21,0,ILLINOI,200,DIRKSEN,0.384,-0.706,0.0588,0.1589,-0.1166,-57.12555,216,19,0.768
83,645,67,0,UTAH,200,BENNETT,0.368,-0.417,0.079,0.1354,-0.1587,-50.45444,242,24,0.812
83,6021,14,0,PENNSYL,200,MARTIN,0.362,-0.472,0.0899,0.1716,-0.332,-43.96513,234,24,0.829
83,2803,63,0,IDAHO,200,DWORSHAK,0.357,-0.004,0.1236,0.0942,-0.0624,-78.27047,242,35,0.724
83,2175,68,0,WYOMING,200,CRIPPA,0.343,-0.275,0.111,0.2338,0.1966,-7.1065,76,2,0.911
83,8270,32,0,KANSAS,200,SCHOEPPEL,0.331,-0.039,0.1074,0.0792,-0.05,-49.60507,233,17,0.808
83,1027,4,0,NEW HAM,200,BRIDGES,0.325,-0.412,0.0753,0.1138,-0.2357,-30.4751,198,13,0.857
83,464,68,0,WYOMING,200,BARRETT,0.316,-0.082,0.0917,0.059,-0.2485,-49.77406,236,16,0.81
83,1489,22,0,INDIANA,200,CAPEHART,0.312,-0.253,0.08,0.1155,-0.1374,-51.05495,188,19,0.762
83,4382,31,0,IOWA,200,HICKENLOOPE,0.309,-0.289,0.0777,0.1245,-0.0139,-39.74158,238,15,0.846
83,1341,52,0,MARYLAN,200,BUTLER,0.303,-0.283,0.0765,0.1205,-0.1652,-50.22134,230,24,0.804
83,3110,23,0,MICHIGA,200,FERGUSON,0.298,-0.786,0.0361,0.1591,-0.0571,-49.88345,241,25,0.813
83,5944,65,0,NEVADA,200,MALONE,0.281,0.261,0.0957,0.0373,0.1086,-92.56097,234,35,0.673
83,1365,40,0,VIRGINI,100,BYRD,0.274,0.54,0.0698,0.0427,-0.0057,-79.57422,187,41,0.653
83,6137,25,0,WISCONS,200,MCCARTHY,0.271,0.11,0.086,0.0578,0.0188,-74.90066,189,33,0.673
83,9865,67,0,UTAH,200,WATKINS,0.264,-0.245,0.0582,0.1175,0.0427,-40.48745,233,13,0.84
83,6796,37,0,SOUTH D,200,MUNDT,0.261,0.01,0.0699,0.0657,0.0066,-92.91741,229,39,0.666
83,2066,72,0,OREGON,200,CORDON,0.236,0.03,0.0713,0.0706,0.3636,-69.6407,225,32,0.734
83,1510,32,0,KANSAS,200,CARLSON,0.226,-0.297,0.0372,0.1148,-0.0068,-50.48136,235,18,0.807
83,6525,62,0,COLORAD,200,MILLIKIN,0.222,-0.262,0.0448,0.1161,-0.1719,-45.71098,235,18,0.823
83,1570,37,0,SOUTH D,200,CASE,0.221,-0.01,0.0713,0.0648,0.1978,-97.28716,225,43,0.649
83,5343,71,0,CALIFOR,200,KNOWLAND,0.207,-0.392,0.0221,0.1175,0.091,-46.5852,241,22,0.824
83,1329,1,0,CONNECT,200,BUSH,0.195,-0.866,0.0488,0.1102,-0.1745,-45.94311,228,23,0.817
83,923,35,0,NEBRASK,200,BOWRING,0.194,-0.711,0.0692,0.1257,0.114,-8.48516,108,3,0.924
83,10450,36,0,NORTH D,200,YOUNG,0.19,0.094,0.0631,0.0381,0.1116,-144.49661,224,69,0.525
83,9576,4,0,NEW HAM,200,UPTON,0.185,-0.966,0.0655,0.16,0.0295,-16.15528,140,5,0.891
83,7551,23,0,MICHIGA,200,POTTER,0.178,-0.5,0.0237,0.129,0.1097,-54.8214,231,23,0.789
83,7958,40,0,VIRGINI,100,ROBERTSON,0.175,0.477,0.0306,0.0562,0.0834,-101.53804,221,48,0.632
83,3839,35,0,NEBRASK,200,GRISWOLD,0.164,-0.401,0.0599,0.1846,-0.0526,-32.15228,102,18,0.73
83,3536,44,0,GEORGIA,100,GEORGE,0.154,0.459,0.0205,0.051,0.2362,-69.6366,192,29,0.696
83,7656,1,0,CONNECT,200,PURTELL,0.151,-0.806,0.0424,0.0976,0.0912,-47.90469,230,23,0.812
83,6151,42,0,ARKANSA,100,MCCLELLAN,0.149,0.668,0.0388,0.1326,0.1832,-63.48069,198,25,0.726
83,6132,65,0,NEVADA,100,MCCARRAN,0.149,0.581,0.0259,0.0728,0.3039,-89.11697,165,44,0.583
83,2822,46,0,MISSISS,100,EASTLAND,0.141,0.77,0.0368,0.1226,0.1009,-69.71633,174,37,0.67
83,546,52,0,MARYLAN,200,BEALL,0.136,-0.516,0.0425,0.126,0.0511,-52.35947,231,22,0.797
83,4321,12,0,NEW JER,200,HENDRICKSON,0.135,-0.867,0.0255,0.0658,-0.0856,-47.95851,234,16,0.815
83,8138,44,0,GEORGIA,100,RUSSELL,0.135,0.805,0.0246,0.0363,-0.0255,-80.10585,208,41,0.68
83,5606,47,0,NORTH C,100,LENNON,0.131,0.533,0.0495,0.1187,0.5192,-54.59282,148,19,0.692
83,10110,25,0,WISCONS,200,WILEY,0.13,-0.451,0.0134,0.0904,0.0861,-85.16077,176,41,0.616
83,3206,6,0,VERMONT,200,FLANDERS,0.128,-0.664,0.0211,0.111,0.1471,-43.02498,205,17,0.811
83,8185,3,0,MASSACH,200,SALTONSTALL,0.125,-0.438,0.0129,0.1095,0.1149,-45.472,230,19,0.821
83,8635,12,0,NEW JER,200,SMITH  H.,0.117,-0.735,0.0361,0.114,0.0813,-33.78189,230,12,0.863
83,3349,11,0,DELAWAR,100,FREAR,0.113,0.334,0.014,0.0589,0.0873,-109.11277,217,58,0.605
83,2326,49,0,TEXAS,100,DANIEL,0.113,0.556,0.027,0.1027,0.2614,-71.21262,217,30,0.72
83,4949,62,0,COLORAD,100,JOHNSON  E.,0.112,0.385,0.022,0.086,0.3253,-125.40193,232,57,0.582
83,5372,71,0,CALIFOR,200,KUCHEL,0.109,-0.594,0.0617,0.1394,0.0631,-61.42331,223,29,0.759
83,4483,47,0,NORTH C,100,HOEY,0.1,0.448,0.028,0.1052,0.101,-43.55088,127,17,0.71
83,9374,33,0,MINNESO,200,THYE,0.098,-0.352,0.0239,0.0813,0.1815,-73.48966,233,30,0.729
83,4520,43,0,FLORIDA,100,HOLLAND,0.093,0.405,0.0138,0.0928,0.063,-105.93779,241,63,0.644
83,8883,46,0,MISSISS,100,STENNIS,0.079,0.865,0.0589,0.1047,0.1083,-75.94465,231,30,0.72
83,7271,2,0,MAINE,200,PAYNE,0.077,-0.529,0.0499,0.0879,0.2255,-44.80626,242,17,0.831
83,8666,2,0,MAINE,200,SMITH  M.,0.072,-0.415,0.0338,0.0789,0.0427,-58.12708,242,23,0.786
83,5452,36,0,NORTH D,200,LANGER,0.065,0.179,0.027,0.0432,0.1988,-197.6165,220,97,0.407
83,6107,48,0,SOUTH C,100,MAYBANK,0.063,0.994,0.0314,0.1026,0.0973,-69.86095,205,28,0.711
83,2745,14,0,PENNSYL,200,DUFF,0.054,-0.684,0.042,0.0926,0.2047,-42.65153,207,17,0.814
83,2987,47,0,NORTH C,100,ERVIN,0.038,0.764,0.037,0.1445,-0.0752,-33.01875,87,15,0.684
83,52,6,0,VERMONT,200,AIKEN,0.03,-0.42,0.0349,0.0659,0.2074,-65.36758,241,28,0.762
83,2901,45,0,LOUISIA,100,ELLENDER,0.028,0.84,0.0253,0.0577,-0.0159,-94.10997,214,44,0.644
83,3603,31,0,IOWA,100,GILLETTE,0.018,0.13,0.0468,0.0696,0.3652,-105.82592,189,52,0.571
83,2052,51,0,KENTUCK,200,COOPER,0.01,-0.314,0.0536,0.0792,0.2095,-107.1803,226,52,0.622
83,8593,43,0,FLORIDA,100,SMATHERS,0.005,0.465,0.0222,0.0729,0.0582,-98.37634,231,44,0.653
