congress,icpsr,state_code,district,state,party,name,dim1,dim2,dim1bootstrappedstandarderror,dim2bootstrappedstandarderror,correlation,loglikelihood,votes,errors,geomeanprobability
66,978,1,0,CONNECT,200,BRANDEGEE F,0.946,-0.141,0.0893,0.0581,-0.0367,-93.69133,347,44,0.763
66,7332,14,0,PENNSYL,200,PENROSE  B.,0.935,-0.247,0.1108,0.0693,0.0905,-26.71908,134,13,0.819
66,8456,21,0,ILLINOI,200,SHERMAN L.Y,0.848,0.458,0.2472,0.0454,-0.344,-51.064,218,28,0.791
66,5347,14,0,PENNSYL,200,KNOX  P.C.,0.747,0.07,0.0684,0.096,0.0788,-46.19003,257,19,0.835
66,1399,13,0,NEW YOR,200,CALDER  W.M,0.689,-0.215,0.0721,0.0574,-0.0067,-46.02671,293,21,0.855
66,6750,4,0,NEW HAM,200,MOSES  G.H.,0.667,0.19,0.0562,0.0858,0.172,-81.89941,328,42,0.779
66,9705,13,0,NEW YOR,200,WADSWORTH J,0.645,-0.201,0.0476,0.0364,0.0406,-53.69682,355,25,0.86
66,2597,6,0,VERMONT,200,DILLINGHAM,0.621,-0.228,0.0484,0.0489,-0.1938,-57.41973,320,24,0.836
66,5738,3,0,MASSACH,200,LODGE  H.C.,0.615,-0.189,0.0478,0.0369,0.0609,-49.03106,344,22,0.867
66,7422,62,0,COLORAD,200,PHIPPS  L.C,0.605,-0.093,0.0608,0.0617,-0.1416,-48.57296,353,16,0.871
66,3363,12,0,NEW JER,200,FRELINGHUYS,0.59,-0.06,0.0416,0.0486,-0.1147,-49.29917,300,22,0.848
66,395,11,0,DELAWAR,200,BALL  L.H.,0.559,-0.079,0.0306,0.0511,0.0579,-38.75528,299,13,0.878
66,6887,22,0,INDIANA,200,NEW  H.S.,0.541,-0.005,0.0406,0.0462,0.0056,-53.89098,383,19,0.869
66,9875,22,0,INDIANA,200,WATSON  J.E,0.539,0.1,0.0423,0.0425,0.1479,-35.64156,275,19,0.878
66,4059,24,0,OHIO,200,HARDING W.G,0.539,-0.07,0.0432,0.0454,-0.0312,-33.8484,218,14,0.856
66,3113,2,0,MAINE,200,FERNALD B.M,0.51,0.085,0.033,0.0396,0.2681,-46.1988,289,21,0.852
66,9842,68,0,WYOMING,200,WARREN  F.E,0.508,-0.238,0.0175,0.0534,0.2235,-61.25057,313,23,0.822
66,2898,56,0,WEST VI,200,ELKINS  D.,0.49,0.052,0.0401,0.0616,-0.0953,-59.79202,295,23,0.817
66,2844,12,0,NEW JER,200,EDGE  W.E.,0.487,-0.399,0.0477,0.0635,-0.218,-40.43756,259,15,0.855
66,3676,63,0,IDAHO,200,GOODING F.R,0.478,0.62,0.0699,0.1785,0.6249,-13.36135,60,7,0.8
66,6335,1,0,CONNECT,200,MCLEAN  G.P,0.454,-0.171,0.0198,0.0455,0.0066,-60.56692,268,22,0.798
66,5227,4,0,NEW HAM,200,KEYES  H.W.,0.45,-0.268,0.0369,0.0436,0.0361,-94.60306,363,40,0.771
