congress,icpsr,state_code,district,state,party,name,dim1,dim2,dim1bootstrappedstandarderror,dim2bootstrappedstandarderror,correlation,loglikelihood,votes,errors,geomeanprobability
87,3658,61,0,ARIZONA,200,GOLDWATER,0.66,-0.392,0.0578,0.1402,-0.2228,-49.05434,361,17,0.873
87,10163,11,0,DELAWAR,200,WILLIAMS  J,0.553,-0.553,0.0728,0.0587,0.0174,-106.06535,394,47,0.764
87,2267,35,0,NEBRASK,200,CURTIS,0.5,-0.167,0.08,0.097,-0.1929,-54.52035,388,24,0.869
87,10823,49,0,TEXAS,200,TOWER,0.485,0.053,0.1026,0.1788,-0.1382,-58.85744,317,24,0.831
87,99369,48,0,SOUTH C,100,THURMOND,0.476,0.779,0.0616,0.0636,0.4976,-84.5427,398,36,0.809
87,4660,35,0,NEBRASK,200,HRUSKA,0.443,-0.137,0.0837,0.0713,-0.2451,-57.28706,398,20,0.866
87,645,67,0,UTAH,200,BENNETT,0.422,-0.426,0.0645,0.0349,-0.103,-82.42944,389,31,0.809
87,2087,4,0,NEW HAM,200,COTTON,0.404,-0.437,0.042,0.0356,-0.258,-84.49448,368,36,0.795
87,1341,52,0,MARYLAN,200,BUTLER  J.,0.398,-0.267,0.0841,0.0727,-0.2459,-51.69822,305,22,0.844
87,10812,31,0,IOWA,200,MILLER,0.372,-0.493,0.0303,0.053,-0.384,-140.17896,391,49,0.699
87,2803,63,0,IDAHO,200,DWORSHAK,0.366,-0.095,0.0806,0.0763,-0.0339,-65.76952,284,24,0.793
87,4382,31,0,IOWA,200,HICKENLOOPE,0.361,-0.329,0.0483,0.0394,-0.0381,-92.24786,362,43,0.775
87,1365,40,0,VIRGINI,100,BYRD  H.,0.356,0.796,0.0987,0.0934,-0.0495,-100.40246,362,49,0.758
87,10815,4,0,NEW HAM,200,MURPHEY JR.,0.343,-0.238,0.0689,0.1202,-0.0722,-40.14475,194,19,0.813
87,2609,21,0,ILLINOI,200,DIRKSEN,0.329,-0.591,0.0232,0.0535,-0.1905,-80.79002,372,37,0.805
87,1489,22,0,INDIANA,200,CAPEHART,0.297,-0.424,0.0359,0.0555,-0.1052,-96.73122,368,46,0.769
87,6796,37,0,SOUTH D,200,MUNDT,0.28,-0.117,0.0543,0.0409,-0.1943,-98.92249,398,45,0.78
87,142,62,0,COLORAD,200,ALLOTT,0.275,-0.475,0.0168,0.0341,-0.1278,-108.84096,375,45,0.748
87,1570,37,0,SOUTH D,200,CASE,0.255,-0.214,0.0494,0.051,0.039,-98.89598,250,45,0.673
87,1329,1,0,CONNECT,200,BUSH,0.254,-0.851,0.0631,0.1043,-0.5505,-107.28724,380,50,0.754
87,7958,40,0,VIRGINI,100,ROBERTSON,0.233,0.714,0.1022,0.077,-0.2111,-112.56799,385,56,0.746
87,10817,32,0,KANSAS,200,PEARSON,0.232,-0.462,0.019,0.0481,-0.1969,-42.53439,195,17,0.804
87,1510,32,0,KANSAS,200,CARLSON,0.224,-0.324,0.0211,0.0272,-0.1401,-91.05848,341,36,0.766
87,823,11,0,DELAWAR,200,BOGGS,0.217,-0.677,0.0404,0.0769,-0.2246,-149.29114,393,72,0.684
87,6745,51,0,KENTUCK,200,MORTON,0.212,-0.476,0.0141,0.0497,0.0982,-133.7697,346,57,0.679
87,5500,24,0,OHIO,100,LAUSCHE,0.198,-0.332,0.0139,0.0263,-0.0954,-270.49606,369,121,0.48
87,8185,3,0,MASSACH,200,SALTONSTALL,0.182,-0.463,0.0195,0.0475,-0.2455,-122.64606,369,58,0.717
87,10450,36,0,NORTH D,200,YOUNG  M.,0.173,0.069,0.066,0.0396,-0.09,-159.50334,380,77,0.657
87,7637,6,0,VERMONT,200,PROUTY,0.17,-0.578,0.0391,0.0626,-0.0346,-138.12337,383,74,0.697
87,8138,44,0,GEORGIA,100,RUSSELL  R.,0.163,1.018,0.0815,0.0537,-0.0494,-101.37122,373,44,0.762
87,546,52,0,MARYLAN,200,BEALL,0.136,-0.531,0.0304,0.057,-0.1391,-118.21003,392,49,0.74
87,8301,14,0,PENNSYL,200,SCOTT,0.13,-0.785,0.0858,0.0763,-0.1186,-138.21094,395,68,0.705
87,3255,82,0,HAWAII,200,FONG,0.119,-0.596,0.0502,0.068,-0.0738,-149.60443,380,76,0.675
87,2822,46,0,MISSISS,100,EASTLAND,0.11,0.819,0.0819,0.034,-0.0773,-95.78619,367,49,0.77
87,6151,42,0,ARKANSA,100,MCCLELLAN,0.1,0.674,0.0795,0.0725,-0.0485,-88.7396,374,34,0.789
87,8666,2,0,MAINE,200,SMITH  M.,0.096,-0.405,0.0224,0.0301,-0.0595,-153.19617,400,77,0.682
87,10110,25,0,WISCONS,200,WILEY,0.096,-0.542,0.0655,0.0705,0.1279,-165.90244,349,90,0.622
87,5372,71,0,CALIFOR,200,KUCHEL,0.087,-0.598,0.0636,0.0632,-0.1093,-137.4366,388,72,0.702
87,4520,43,0,FLORIDA,100,HOLLAND,0.086,0.55,0.0631,0.075,-0.2994,-148.82303,400,74,0.689
87,52,6,0,VERMONT,200,AIKEN,0.057,-0.465,0.0344,0.028,-0.0101,-150.57608,364,73,0.661
87,2052,51,0,KENTUCK,200,COOPER,0.05,-0.43,0.0461,0.0407,0.0214,-176.84148,362,83,0.614
87,5116,13,0,NEW YOR,200,KEATING,0.043,-0.998,0.0978,0.098,0.1793,-118.23568,399,51,0.744
87,8883,46,0,MISSISS,100,STENNIS,0.028,0.866,0.0877,0.0392,-0.0041,-111.36733,386,52,0.749
87,9174,44,0,GEORGIA,100,TALMADGE,0.023,0.895,0.0892,0.0652,-0.1415,-122.58133,387,54,0.729
87,2987,47,0,NORTH C,100,ERVIN,0.02,0.939,0.0974,0.0329,-0.0255,-113.5713,390,48,0.747
