congress,icpsr,state_code,district,state,party,name,dim1,dim2,dim1bootstrappedstandarderror,dim2bootstrappedstandarderror,correlation,loglikelihood,votes,errors,geomeanprobability
113,41110,67,0,UTAH,200,LEE,0.973,-0.23,0.3169,0.0904,0.5563,-71.76571,533,26,0.874
113,41104,51,0,KENTUCK,200,PAUL,0.951,-0.309,0.3121,0.0739,0.7251,-122.16887,537,47,0.797
113,41304,49,0,TEXAS,200,CRUZ,0.878,-0.365,0.2137,0.0891,0.5589,-62.58368,510,29,0.885
113,29345,63,0,IDAHO,200,CRAPO,0.805,0.49,0.1004,0.1393,0.1066,-83.80693,547,31,0.858
113,40902,63,0,IDAHO,200,RISCH,0.792,0.437,0.0995,0.1322,-0.1232,-61.66888,540,22,0.892
113,15424,53,0,OKLAHOM,200,INHOFE,0.774,0.273,0.0989,0.1131,0.141,-77.29776,485,32,0.853
113,21173,48,0,SOUTH C,200,SCOTT,0.733,-0.044,0.1112,0.1243,0.0287,-78.87688,538,32,0.864
113,49706,68,0,WYOMING,200,ENZI,0.715,0.344,0.1209,0.1563,0.1018,-71.79143,548,25,0.877
113,94659,41,0,ALABAMA,200,SHELBY,0.7,0.447,0.1209,0.1197,0.0591,-102.6673,545,51,0.828
113,29555,53,0,OKLAHOM,200,COBURN,0.692,-0.402,0.131,0.0837,0.1317,-95.72548,442,48,0.805
113,41111,25,0,WISCONS,200,JOHNSON,0.687,-0.419,0.1027,0.0684,0.2876,-84.84654,536,36,0.854
113,40707,68,0,WYOMING,200,BARASSO,0.68,0.228,0.1057,0.1193,0.1616,-80.8232,547,35,0.863
113,49700,41,0,ALABAMA,200,SESSIONS,0.673,-0.031,0.0952,0.0954,0.2453,-98.22762,539,43,0.833
113,29918,45,0,LOUISIA,200,VITTER,0.67,0.398,0.0915,0.1028,0.023,-110.3376,506,61,0.804
113,14852,32,0,KANSAS,200,ROBERTS,0.655,0.416,0.124,0.0935,-0.0591,-95.03825,515,46,0.831
113,29722,32,0,KANSAS,200,MORAN,0.617,0.452,0.1021,0.1132,-0.0843,-98.12255,497,45,0.821
113,40305,49,0,TEXAS,200,CORNYN,0.603,-0.207,0.0789,0.074,0.2204,-101.88293,534,52,0.826
113,29754,37,0,SOUTH D,200,THUNE,0.595,0.151,0.102,0.1051,0.0882,-74.38779,549,25,0.873
113,41302,35,0,NEBRASK,200,FISCHER,0.587,0.311,0.0988,0.1594,0.0472,-80.93114,552,36,0.864
113,41102,43,0,FLORIDA,200,RUBIO,0.582,-0.623,0.0791,0.0885,0.1353,-134.58565,524,62,0.773
113,14921,51,0,KENTUCK,200,MCCONNELL,0.572,-0.178,0.0814,0.0586,0.2044,-100.72478,550,48,0.833
113,20101,42,0,ARKANSA,200,BOOZMAN,0.566,0.389,0.1004,0.1163,-0.0044,-73.12678,501,31,0.864
113,29935,14,0,PENNSYL,200,TOOMEY,0.566,-0.53,0.0821,0.071,0.2841,-109.11907,534,47,0.815
113,29548,47,0,NORTH C,200,BURR,0.527,-0.185,0.0735,0.0609,0.185,-105.85477,537,43,0.821
113,14226,31,0,IOWA,200,GRASSLEY,0.513,-0.266,0.0737,0.0374,0.1848,-94.49018,552,40,0.843
113,29735,34,0,MISSOUR,200,BLUNT,0.507,0.632,0.0891,0.1677,0.0561,-102.47822,521,50,0.821
113,40905,35,0,NEBRASK,200,JOHANNS,0.493,0.197,0.0756,0.0736,-0.0617,-91.90368,520,34,0.838
113,29534,46,0,MISSISS,200,WICKER,0.483,0.273,0.0766,0.0864,-0.0564,-84.06624,544,43,0.857
113,14806,22,0,INDIANA,200,COATS,0.478,-0.475,0.0644,0.059,0.129,-114.64185,539,57,0.808
113,29512,44,0,GEORGIA,200,CHAMBLISS,0.476,0.052,0.069,0.0648,0.1358,-121.13639,478,62,0.776
