congress,icpsr,state_code,district,state,party,name,dim1,dim2,dim1bootstrappedstandarderror,dim2bootstrappedstandarderror,correlation,loglikelihood,votes,errors,geomeanprobability
90,10163,11,0,DELAWAR,200,WILLIAMS  J,0.657,-0.764,0.0433,0.165,0.0518,-194.88603,515,97,0.685
90,2267,35,0,NEBRASK,200,CURTIS,0.505,-0.205,0.0653,0.1487,-0.2136,-91.68483,517,42,0.837
90,11202,68,0,WYOMING,200,HANSEN,0.489,-0.307,0.067,0.2317,-0.0309,-95.3259,468,40,0.816
90,645,67,0,UTAH,200,BENNETT,0.463,-0.432,0.0548,0.138,-0.0811,-157.69731,509,67,0.734
90,10804,61,0,ARIZONA,200,FANNIN,0.459,-0.204,0.0669,0.1704,-0.1884,-113.98972,516,45,0.802
90,10823,49,0,TEXAS,200,TOWER,0.455,-0.102,0.0784,0.1661,-0.1453,-143.48463,515,59,0.757
90,4660,35,0,NEBRASK,200,HRUSKA,0.438,-0.193,0.0613,0.1308,-0.197,-96.88304,484,44,0.819
90,9369,48,0,SOUTH C,200,THURMOND,0.421,0.115,0.0718,0.149,-0.096,-122.86221,514,59,0.787
90,2087,4,0,NEW HAM,200,COTTON,0.42,-0.422,0.0401,0.1219,-0.1324,-196.24902,456,97,0.65
90,4382,31,0,IOWA,200,HICKENLOOPE,0.4,-0.359,0.0312,0.1439,-0.0306,-121.25244,479,57,0.776
90,10514,62,0,COLORAD,200,DOMINICK,0.373,-0.555,0.0211,0.0936,-0.3107,-164.466,513,74,0.726
90,10807,63,0,IDAHO,200,JORDAN  L.,0.347,-0.443,0.0276,0.0978,-0.2397,-143.63385,509,66,0.754
90,10814,71,0,CALIFOR,200,MURPHY,0.335,-0.37,0.035,0.1045,-0.2291,-158.15523,513,64,0.735
90,3824,23,0,MICHIGA,200,GRIFFIN,0.316,-0.944,0.0527,0.062,-0.4393,-163.66385,451,67,0.696
90,142,62,0,COLORAD,200,ALLOTT,0.309,-0.489,0.0202,0.0868,-0.0935,-132.99434,501,60,0.767
90,10812,31,0,IOWA,200,MILLER,0.303,-0.5,0.018,0.0768,-0.1921,-188.60228,517,87,0.694
90,6796,37,0,SOUTH D,200,MUNDT,0.295,-0.213,0.0435,0.1093,-0.2214,-138.94933,485,58,0.751
90,2609,21,0,ILLINOI,200,DIRKSEN,0.287,-0.505,0.0215,0.0572,-0.1946,-171.9093,487,76,0.703
90,11200,54,0,TENNESS,200,BAKER,0.261,-0.473,0.0277,0.0834,-0.2012,-148.59236,463,62,0.725
90,5500,24,0,OHIO,100,LAUSCHE,0.251,-0.406,0.0228,0.0829,-0.2714,-211.08656,443,108,0.621
90,6745,51,0,KENTUCK,200,MORTON,0.235,-0.472,0.023,0.065,-0.2521,-146.33801,364,72,0.669
90,1510,32,0,KANSAS,200,CARLSON,0.222,-0.344,0.0216,0.076,-0.2838,-136.28058,426,72,0.726
90,8138,44,0,GEORGIA,100,RUSSELL,0.183,1.179,0.1269,0.1066,-0.0444,-101.62366,397,47,0.774
90,823,11,0,DELAWAR,200,BOGGS,0.182,-0.686,0.0365,0.0313,-0.2434,-174.12268,517,83,0.714
90,10450,36,0,NORTH D,200,YOUNG  M.,0.16,0.05,0.0689,0.0438,-0.2754,-155.3575,490,73,0.728
90,7637,6,0,VERMONT,200,PROUTY,0.16,-0.636,0.0353,0.0396,-0.309,-181.5594,453,95,0.67
90,3255,82,0,HAWAII,200,FONG,0.156,-0.589,0.0311,0.0277,-0.116,-204.63785,465,98,0.644
90,10817,32,0,KANSAS,200,PEARSON,0.147,-0.497,0.0188,0.0284,-0.2232,-163.80478,510,69,0.725
90,8301,14,0,PENNSYL,200,SCOTT,0.137,-0.81,0.0739,0.0236,-0.1354,-176.17236,509,78,0.707
90,8666,2,0,MAINE,200,SMITH,0.113,-0.397,0.0158,0.0244,-0.1223,-238.60823,519,122,0.631
90,2052,51,0,KENTUCK,200,COOPER,0.089,-0.545,0.0393,0.0264,-0.1781,-247.36061,430,124,0.563
90,2822,46,0,MISSISS,100,EASTLAND,0.087,0.856,0.1175,0.049,-0.1272,-89.20164,432,35,0.813
90,4520,43,0,FLORIDA,100,HOLLAND,0.081,0.659,0.1123,0.0657,-0.2514,-180.72949,518,93,0.705
90,52,6,0,VERMONT,200,AIKEN,0.078,-0.499,0.0356,0.0226,-0.0629,-198.30522,455,111,0.647
90,11203,72,0,OREGON,200,HATFIELD,0.072,-0.987,0.1021,0.1023,-0.1311,-247.0511,473,133,0.593
90,5372,71,0,CALIFOR,200,KUCHEL,0.07,-0.601,0.069,0.0435,-0.2802,-178.27338,503,84,0.702
90,6151,42,0,ARKANSA,100,MCCLELLAN,0.063,0.679,0.1116,0.0323,-0.2467,-114.20447,468,51,0.783
90,11205,21,0,ILLINOI,200,PERCY,0.038,-0.906,0.0934,0.0585,-0.2394,-167.27777,496,78,0.714
90,10802,40,0,VIRGINI,100,BYRD  H.,0.032,0.866,0.1628,0.1012,-0.1696,-192.36244,501,98,0.681
90,2987,47,0,NORTH C,100,ERVIN,0.006,1.07,0.1497,0.1102,0.0134,-114.56451,485,51,0.79
90,8883,46,0,MISSISS,100,STENNIS,-0.011,0.866,0.111,0.0275,-0.14,-127.97352,496,54,0.773
90,2901,45,0,LOUISIA,100,ELLENDER,-0.019,1.012,0.1478,0.0593,-0.0751,-183.88788,494,84,0.689
90,9174,44,0,GEORGIA,100,TALMADGE,-0.035,0.893,0.1184,0.0236,-0.1591,-91.02732,383,35,0.788
90,5073,47,0,NORTH C,100,JORDAN  B.,-0.067,0.821,0.1341,0.0264,-0.1047,-102.64393,435,41,0.79
90,11201,3,0,MASSACH,200,BROOKE,-0.1,-0.814,0.0813,0.0479,-0.18,-174.26585,510,83,0.711
90,5767,45,0,LOUISIA,100,LONG  R.,-0.135,0.822,0.0859,0.0174,-0.0378,-152.4413,465,74,0.72
90,8764,41,0,ALABAMA,100,SPARKMAN,-0.135,0.716,0.0843,0.0262,-0.2121,-139.97742,460,64,0.738
90,4418,41,0,ALABAMA,100,HILL,-0.157,0.894,0.1466,0.1108,-0.2762,-128.06848,487,61,0.769
90,4227,61,0,ARIZONA,100,HAYDEN,-0.157,0.433,0.0329,0.0544,-0.156,-129.79797,360,57,0.697
90,165,66,0,NEW MEX,100,ANDERSON,-0.166,0.181,0.0256,0.0464,-0.3692,-154.43016,456,62,0.713
90,11206,40,0,VIRGINI,100,SPONG,-0.17,0.525,0.0866,0.035,-0.3373,-211.05547,504,111,0.658
90,4898,13,0,NEW YOR,200,JAVITS,-0.17,-0.985,0.0864,0.0977,-0.025,-96.81463,469,39,0.813
90,2636,1,0,CONNECT,100,DODD,-0.178,0.041,0.0134,0.0471,-0.4034,-214.45164,418,93,0.599
90,1482,65,0,NEVADA,100,CANNON,-0.182,0.409,0.0591,0.0218,-0.1782,-185.54491,497,93,0.688
90,688,65,0,NEVADA,100,BIBLE,-0.185,0.499,0.0646,0.0228,-0.208,-147.19458,444,70,0.718
90,8593,43,0,FLORIDA,100,SMATHERS,-0.194,0.842,0.1117,0.089,-0.2828,-150.28011,374,69,0.669
90,1569,12,0,NEW JER,200,CASE,-0.205,-0.978,0.086,0.1077,-0.1003,-120.07849,493,51,0.784
90,6249,68,0,WYOMING,100,MCGEE,-0.221,0.165,0.0166,0.062,-0.2732,-147.61971,456,57,0.723
90,11204,48,0,SOUTH C,100,HOLLINGS,-0.233,0.912,0.1422,0.0458,-0.1337,-188.50337,472,86,0.671
90,1366,56,0,WEST VI,100,BYRD  R.,-0.238,0.606,0.0747,0.0217,-0.3329,-187.7101,512,86,0.693
90,7722,56,0,WEST VI,100,RANDOLPH,-0.242,0.258,0.0199,0.0429,-0.0983,-163.26932,519,71,0.73
90,7229,5,0,RHODE I,100,PASTORE,-0.244,-0.061,0.0236,0.0604,-0.2374,-170.19708,511,74,0.717
90,10810,4,0,NEW HAM,100,MCINTYRE,-0.252,0.132,0.0119,0.0778,-0.3498,-158.66672,455,71,0.706
90,6597,53,0,OKLAHOM,100,MONRONEY,-0.256,0.333,0.0469,0.0916,-0.2334,-158.24463,451,75,0.704
90,4851,73,0,WASHING,100,JACKSON,-0.262,0.12,0.0229,0.0544,-0.1286,-148.17474,512,57,0.749
90,1018,52,0,MARYLAN,100,BREWSTER,-0.262,0.001,0.0242,0.0799,-0.1112,-167.24182,491,87,0.711
90,6611,66,0,NEW MEX,100,MONTOYA,-0.266,0.247,0.0211,0.0806,-0.4347,-124.27118,420,52,0.744
90,5756,34,0,MISSOUR,100,LONG  E.,-0.298,0.117,0.0164,0.0929,-0.1371,-82.49356,303,39,0.762
90,5913,73,0,WASHING,100,MAGNUSON,-0.299,0.254,0.0105,0.0503,-0.2242,-141.54329,464,62,0.737
90,9141,34,0,MISSOUR,100,SYMINGTON,-0.307,0.31,0.015,0.0755,-0.2235,-183.53659,462,84,0.672
90,4812,82,0,HAWAII,100,INOUYE,-0.312,0.151,0.0126,0.13,-0.257,-105.90797,399,46,0.767
