congress,icpsr,state_code,district,state,party,name,dim1,dim2,dim1bootstrappedstandarderror,dim2bootstrappedstandarderror,correlation,loglikelihood,votes,errors,geomeanprobability
68,978,1,0,CONNECT,200,BRANDEGEE,1.1,-0.101,0.1228,0.0861,-0.0197,-39.67324,106,13,0.688
68,5738,3,0,MASSACH,200,LODGE  H.C.,0.654,-0.175,0.064,0.0483,0.0393,-21.99154,113,8,0.823
68,3113,2,0,MAINE,200,FERNALD  B.,0.641,0.091,0.0409,0.1086,0.337,-30.92765,130,16,0.788
68,9705,13,0,NEW YOR,200,WADSWORTH,0.592,-0.369,0.0344,0.0695,0.074,-55.19774,179,30,0.735
68,395,11,0,DELAWAR,200,BALL  L.H.,0.559,-0.079,0.0306,0.0511,0.0579,-44.48902,162,26,0.76
68,716,1,0,CONNECT,200,BINGHAM  H.,0.554,-0.685,0.0699,0.195,0.0477,-10.69757,65,5,0.848
68,1312,66,0,NEW MEX,200,BURSUM  H.,0.554,0.522,0.0412,0.0769,0.1864,-51.01825,179,22,0.752
68,8487,71,0,CALIFOR,200,SHORTRIDGE,0.552,0.301,0.0352,0.057,0.2602,-37.99479,138,14,0.759
68,9842,68,0,WYOMING,200,WARREN  F.,0.548,-0.31,0.0213,0.07,0.3157,-31.63914,147,17,0.806
68,7422,62,0,COLORAD,200,PHIPPS  L.,0.547,-0.115,0.0261,0.0552,0.1324,-34.10856,179,13,0.827
68,6750,4,0,NEW HAM,200,MOSES  G.H.,0.547,-0.085,0.035,0.0407,0.1249,-51.922,169,24,0.735
68,6335,1,0,CONNECT,200,MCLEAN  G.,0.532,-0.23,0.0263,0.0858,0.1635,-36.76781,150,17,0.783
68,9875,22,0,INDIANA,200,WATSON  J.,0.525,0.1,0.0233,0.083,0.2186,-29.17241,151,9,0.824
68,2983,51,0,KENTUCK,200,ERNST  R.P.,0.525,0.006,0.033,0.0885,0.2522,-37.98392,133,19,0.752
68,3124,24,0,OHIO,200,FESS  S.D.,0.522,0.312,0.0433,0.0869,0.4055,-71.99125,184,37,0.676
68,7334,14,0,PENNSYL,200,PEPPER  G.,0.519,-0.425,0.0479,0.0714,0.1484,-43.31039,182,18,0.788
68,7782,14,0,PENNSYL,200,REED  D.A.,0.497,-0.726,0.0468,0.071,0.0027,-44.45243,174,19,0.775
68,7023,65,0,NEVADA,200,ODDIE  T.L.,0.491,0.346,0.029,0.0558,0.3061,-49.84633,192,20,0.771
68,2898,56,0,WEST VI,200,ELKINS  D.,0.49,0.052,0.0401,0.0616,-0.0953,-12.27894,41,6,0.741
68,1436,61,0,ARIZONA,200,CAMERON  R.,0.486,0.38,0.0328,0.0523,0.189,-50.34174,180,22,0.756
68,6313,21,0,ILLINOI,200,MCKINLEY,0.464,0.196,0.0341,0.0997,0.376,-47.5725,168,26,0.753
68,2844,12,0,NEW JER,200,EDGE  W.E.,0.459,-0.408,0.039,0.0602,0.1521,-53.00796,156,30,0.712
68,6441,5,0,RHODE I,200,METCALF  J.,0.452,-0.486,0.044,0.0886,0.1891,-15.82464,68,5,0.792
68,1957,5,0,RHODE I,200,COLT  L.B.,0.439,-0.326,0.0409,0.0963,-0.223,-25.6982,83,9,0.734
68,4092,53,0,OKLAHOM,200,HARRELD  J.,0.434,0.574,0.0417,0.0547,0.3242,-61.61143,151,31,0.665
68,1356,3,0,MASSACH,200,BUTLER  W.,0.422,-0.285,0.0566,0.1163,0.4087,-17.31354,69,10,0.778
68,9936,52,0,MARYLAN,200,WELLER  O.,0.414,0.057,0.0258,0.097,0.1872,-48.43621,105,23,0.63
68,8713,67,0,UTAH,200,SMOOT  R.,0.409,-0.114,0.0404,0.0767,0.3554,-48.33839,167,27,0.749
